story_id,premise,initial,counterfactual,original_ending,edited_ending,differences
f48a0c67-453e-4950-a031-ec1b76c4044a,Florence wanted to find something fun to do one afternoon.,She decided to drive to the lake to go fishing.,She decided to watch a documentary about fishing.,"At the lake she met three other people who were also fishing. Although she did not catch a fish, Florence had a great time. Florence and her new friends went fishing again the next day.","She invited three friends who loved fishing to come and watch it with her. Although she did not catch a fish, Florence had a great time. Florence and her friends decided to go fishing the next day.","go, loved, decided, to, She, watch, it, invited, with, come, her."
f48a0c67-453e-4950-a031-ec1b76c4044a,Florence wanted to find something fun to do one afternoon.,She decided to drive to the lake to go fishing.,She decided to watch a documentary about fishing.,"At the lake she met three other people who were also fishing. Although she did not catch a fish, Florence had a great time. Florence and her new friends went fishing again the next day.","After watching the documentary, she decided to go fishing at the lake. Although she did not catch a fish, Florence had a great time. Florence went fishing again the next day.","watching, decided, After, to, documentary,, lake., at, go"
f48a0c67-453e-4950-a031-ec1b76c4044a,Florence wanted to find something fun to do one afternoon.,She decided to drive to the lake to go fishing.,She decided to watch a documentary about fishing.,"At the lake she met three other people who were also fishing. Although she did not catch a fish, Florence had a great time. Florence and her new friends went fishing again the next day.","When she went fishing the next day, at the lake, she met three other people who were also fishing. Although she did not catch a fish, Florence had a great time. Florence and her new friends went fishing again the next day.","day,, lake,, When, at"
77163cca-2802-49d4-b91b-f084db65f5f1,Gina was putting posters on her bedroom walls.,There was a poster of the cool new girl group.,There was a poster of the cool new boy group.,The girls were wearing bright colorful clothing. Gina herself was wearing a brown shirt and khakis. Gina decided she would wear more colorful clothing.,The boys were wearing bright colorful clothing. Gina herself was wearing a brown shirt and khakis. Gina decided she would wear more colorful clothing.,boys
a97d10d8-66b2-4030-8269-37dfdad9e6b8,Sarah was out with her friends.,She had been watching a movie at the theater.,She went home to watch TV.,Sarah lost track of time and arrived back at home late. She missed her curfew by a few hours. Sarah's parents were upset and moved her curfew even earlier.,Sarah lost track of time. She went to bed late. Sarah's parents were upset because she didn't get up in the morning on time.,"didn't, bed, went, to, she, the, time., on, morning, in, because, get, up"
a97d10d8-66b2-4030-8269-37dfdad9e6b8,Sarah was out with her friends.,She had been watching a movie at the theater.,She went home to watch TV.,Sarah lost track of time and arrived back at home late. She missed her curfew by a few hours. Sarah's parents were upset and moved her curfew even earlier.,Sarah lost track of time and went to bed too late. She overslept by a few hours. Sarah's parents were upset and moved her bedtime even earlier.,"bed, too, went, to, bedtime, overslept"
a97d10d8-66b2-4030-8269-37dfdad9e6b8,Sarah was out with her friends.,She had been watching a movie at the theater.,She went home to watch TV.,Sarah lost track of time and arrived back at home late. She missed her curfew by a few hours. Sarah's parents were upset and moved her curfew even earlier.,Sarah lost track of time watching TV with her friends She at least doesn't miss her curfew Sarah's parents were not upset and still she had curfew.,"watching, not, miss, had, still, she, least, TV, with, friends, doesn't, curfew."
01f06691-77fa-417e-acf4-fc3c3e422ccf,Tim and his friends were standing on an overpass.,They were chucking rocks at cars as they passed under the overpass.,They noticed a car accident on the road below.,"Usually they missed, but one time their rock shattered a windshield. The man pulled over and got out of his car. Tim and his friends ran before the man could see them.",A rock shattered a man's windshield. The man pulled over and got out of his car. Tim and his friends ran to help the man.,"to, man's, A, help, man."
01f06691-77fa-417e-acf4-fc3c3e422ccf,Tim and his friends were standing on an overpass.,They were chucking rocks at cars as they passed under the overpass.,They noticed a car accident on the road below.,"Usually they missed, but one time their rock shattered a windshield. The man pulled over and got out of his car. Tim and his friends ran before the man could see them.",They called 911 to report the accident. The drivers pulled over and got out of his cars. Tim and his friends ran to help.,"report, accident., to, help., called, cars., They, 911, drivers"
c34fff03-3723-479b-8149-c8e547f73c67,Jake was swimming in his backyard.,All of a sudden his pool burst open.,His pool was brand new with no damage.,There was a hole on the side of his pool. All the water leaked out of the pool. Jake was very upset.,He had a lot of fun swimming. The water was warm and cozy. Jake was very happy.,"warm, lot, swimming., The, and, He, had, fun, happy., cozy."
c34fff03-3723-479b-8149-c8e547f73c67,Jake was swimming in his backyard.,All of a sudden his pool burst open.,His pool was brand new with no damage.,There was a hole on the side of his pool. All the water leaked out of the pool. Jake was very upset.,There was  bubbles on the side of his pool. All the water was intact inside the pool. Jake was very happy.,"inside, bubbles, intact, happy."
99575247-31fd-4463-8ba5-d24c69e14ed7,Samantha was very excited for her date with John.,They were going to a very fancy restaurant downtown.,John canceled the date at the last minute.,John picked Samantha up at six o'clock sharp. They went downtown and had a fabulous meal. Samantha really enjoyed the meal.,Samantha left at six o'clock sharp. She went downtown and had a fabulous meal. Samantha really enjoyed the meal.,"She, left"
99575247-31fd-4463-8ba5-d24c69e14ed7,Samantha was very excited for her date with John.,They were going to a very fancy restaurant downtown.,John canceled the date at the last minute.,John picked Samantha up at six o'clock sharp. They went downtown and had a fabulous meal. Samantha really enjoyed the meal.,Samantha was offended. She had been looking forward to the date and was wearing a new outfit. Samantha decided to go out to the bar and find a new boyfriend.,"out, decided, forward, bar, to, boyfriend., She, wearing, been, looking, offended., was, find, outfit., new, date, go"
dc845153-6fcc-4e6f-a06d-08d6459da34c,Tuie was a very spoiled dog who liked to be completely covered up.,She would always try to get underneath Adam's blanket.,She had her own blanket.,Adam got tired of his blanket smelling like a dog. He went to the store and bought her a blanket of her very own. Tue loved her new blanket and Adam was happy.,Adam got tired of this blanket smelling like a dog. He went to the store and bought her an identical blanket to the one she owned. Tuie loved her spare blanket and Adam was happy to wash the original.,"an, spare, identical, wash, original., she, happy, this, owned., Tuie, one"
ccfb04e6-8e06-4c21-a8f1-9fbda5bbfe6a,Em had had digestion issues lately.,She visited her doctor.,She tried some home remedies to fix it.,"He suggested probiotics and active cultures. Em started to eat enriched yogurt every day. After two weeks, she had less bloating and felt better.","That did not work so she tried probiotics and active cultures. Em started to eat enriched yogurt every day. After two weeks, she had less bloating and felt better.","not, tried, so, That, did, work"
8a245d8c-0db6-49dc-97b4-9ae37a515751,Old Aunt Margaret loved her tea pot.,It had been in her family for three generations.,She just purchased it last week from Amazon.,Passed down from mother to daughter. Unfortunately Old Aunt Margaret didn't have any children. She decided to give the teapot to her niece.,She wished she could pass it down from mother to daughter. Unfortunately Old Aunt Margaret didn't have any children. She decided to give the teapot to her niece.,"pass, it, could, she, wished"
8a245d8c-0db6-49dc-97b4-9ae37a515751,Old Aunt Margaret loved her tea pot.,It had been in her family for three generations.,She just purchased it last week from Amazon.,Passed down from mother to daughter. Unfortunately Old Aunt Margaret didn't have any children. She decided to give the teapot to her niece.,She thought she'd pass it down like a mother to a daughter. Unfortunately Old Aunt Margaret didn't have any children. She decided to give the teapot to her niece.,"pass, a, it, like, she'd, thought"
8a245d8c-0db6-49dc-97b4-9ae37a515751,Old Aunt Margaret loved her tea pot.,It had been in her family for three generations.,She just purchased it last week from Amazon.,Passed down from mother to daughter. Unfortunately Old Aunt Margaret didn't have any children. She decided to give the teapot to her niece.,She will pass it down from mother to daughter. Unfortunately Old Aunt Margaret didn't have any children. She decided to give the teapot to her favorite niece instead.,"pass, favorite, it, will, niece, instead."
20d1b91b-1e1b-4ab3-a296-95adda86fd96,I found a cat outside one day.,I took her to the boat with me.,I took her and gave her to a friend who loves cat.,"I was planning on taking her to the shelter. However, I got very attached to her. I decided to keep the cat.","She didn't like the cat that's why she was planning on taking her to the shelter. However, she got very attached to her. She decided to keep the cat.","didn't, that's, She, like, she, why, cat"
20d1b91b-1e1b-4ab3-a296-95adda86fd96,I found a cat outside one day.,I took her to the boat with me.,I took her and gave her to a friend who loves cat.,"I was planning on taking her to the shelter. However, I got very attached to her. I decided to keep the cat.","I was planning on taking her to the shelter before that. However, my friend got very attached to her. She decided to keep the cat.","before, my, She, that., friend, shelter"
fcbd26da-4968-4f15-97ee-929e5a02ac52,Michael was a dog lover.,One day he went to his friends house.,One day he went to school.,His friend owned a dog was a bit sick. Michael took him to the vet. He gave the dog some medicine and then it was fine.,There was a sick dog at school. Michael took him to the vet. He gave the dog some medicine and then it was fine.,"school., There, sick, at"
fcbd26da-4968-4f15-97ee-929e5a02ac52,Michael was a dog lover.,One day he went to his friends house.,One day he went to school.,His friend owned a dog was a bit sick. Michael took him to the vet. He gave the dog some medicine and then it was fine.,At school his friend told him about his sick dog. Michael offered to take him to the vet. He gave the dog some medicine and then it was fine.,"At, told, offered, school, take, his, sick, about, dog."
b87943be-4fc8-48a1-8c45-88de7ebe195a,John attended technical school and studied very hard.,He got high marks on his final exams.,He didn't perform well on the exams.,John graduated first in his class! He received numerous letters of recommendation from his teachers. He got a great job and lived a happy life.,"John barely graduated. However, as he studies so hard, he received numerous letters of recommendation from his teachers. He got a great job and lived a happy life.","graduated., so, he, However,, studies, hard,, as, barely"
b87943be-4fc8-48a1-8c45-88de7ebe195a,John attended technical school and studied very hard.,He got high marks on his final exams.,He didn't perform well on the exams.,John graduated first in his class! He received numerous letters of recommendation from his teachers. He got a great job and lived a happy life.,John graduated last in his class! He received no letters of recommendation from his teachers. He got a different job and lived a happy life.,"no, last, different"
b87943be-4fc8-48a1-8c45-88de7ebe195a,John attended technical school and studied very hard.,He got high marks on his final exams.,He didn't perform well on the exams.,John graduated first in his class! He received numerous letters of recommendation from his teachers. He got a great job and lived a happy life.,John barely graduated. He didn't receive any letters of recommendation from his teachers. He had trouble finding a job.,"graduated., didn't, had, trouble, any, job., finding, barely, receive"
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43,Cary went to a karaoke bar and sang horribly one night.,Everyone laughed and made her feel sad.,Everyone sang along and made her feel adored.,Cary found a vocal coach in her home town. After a few lessons she went back to the karaoke bar. Cary was still terrible and everyone made fun of her again.,Cary found a vocal coach in her home town. After a few lessons she went back to the karaoke bar. Cary was still terrible but everyone had fun with her again.,"had, with, but"
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43,Cary went to a karaoke bar and sang horribly one night.,Everyone laughed and made her feel sad.,Everyone sang along and made her feel adored.,Cary found a vocal coach in her home town. After a few lessons she went back to the karaoke bar. Cary was still terrible and everyone made fun of her again.,Cary found a vocal coach in her home town. After a few lessons she went back to the karaoke bar. Cary was still terrible but no one made fun of her.,"no, one, her., but"
d2aa9504-428b-4842-968c-12f12efc14c2,Kelly was excited to get her first pair of wireless headphones.,Finally she was able to purchase them.,She never was able to get enough money to purchase them.,Kelly drove over to bestbuy to pick them up. As soon as she got them she put them on. She was shocked by the clarity of the headphones.,Kelly drove over to bestbuy to steal them. As soon as she got out of the store them she put them on. She was shocked by the clarity of the headphones.,"out, store, them., steal"
d2aa9504-428b-4842-968c-12f12efc14c2,Kelly was excited to get her first pair of wireless headphones.,Finally she was able to purchase them.,She never was able to get enough money to purchase them.,Kelly drove over to bestbuy to pick them up. As soon as she got them she put them on. She was shocked by the clarity of the headphones.,Kelly drove over to bestbuy to look at them though. She put on some cheap earbuds instead. She was shocked by the clarity of the headphones and decided she didn't need the nicer ones.,"headphones, decided, cheap, and, didn't, look, though., on, at, instead., nicer, ones., some, earbuds, need"
11e28056-7078-49f1-a809-1e44dd19e0e2,Darren struggled with depression.,He never could shake the dark feelings he had.,He was able to shake the dark feelings he had.,Finally he saw a specialist and got the help he needed. He learned that there were physiological reasons for his depression. Darren got a lot better with treatment.,It happened after he saw a specialist and got the help he needed. He learned that there were physiological reasons for his depression. Darren got a lot better with treatment.,"after, It, happened"
41d2699b-417c-405e-b064-ca58faeeecb2,Aya wanted to grow her own flowers.,She bought seeds at the garden store.,She bought a bouquet of cut roses at the local flower shop.,She planted them and watered them. Soon she had little sprouts! Aya was thrilled!,She put them in a vase of water. They lasted for a week. Aya was thrilled.,"for, week., water., of, put, They, in, a, vase, thrilled., lasted"
6e5cfaaa-d743-4cb8-8563-98c4ce46051e,Sara really wanted a new dress for prom.,However she could not afford one.,She got the best dress money could buy.,She decided to make her own. She gathered the materials and set to work. Sara had no skills and the dress was a mess.,She decided to hem it on her own. She gathered the materials and set to work. Sara had no skills and the dress was ruined from her attempts to hem it.,"ruined, attempts, it, hem, on, it., from"
6e5cfaaa-d743-4cb8-8563-98c4ce46051e,Sara really wanted a new dress for prom.,However she could not afford one.,She got the best dress money could buy.,She decided to make her own. She gathered the materials and set to work. Sara had no skills and the dress was a mess.,She decided to embellish it and make it her own. She gathered the materials and set to work. She had great skills and the dress was a success.,"great, it, success., embellish"
13b8b31e-63ec-4b00-9bfe-df718a5f8297,Sue just bought a brand new computer.,She wanted to play games on it.,She only wanted to use it for business purposes.,She downloaded her favorite game. She was so glad that it ran smoothly. She had a great time.,She downloaded her business programs. She was so glad that it ran smoothly. She had a productive time.,"business, productive, programs."
13b8b31e-63ec-4b00-9bfe-df718a5f8297,Sue just bought a brand new computer.,She wanted to play games on it.,She only wanted to use it for business purposes.,She downloaded her favorite game. She was so glad that it ran smoothly. She had a great time.,She downloaded her favorite work software. She was so glad that it ran smoothly. She had a great time being productive.,"software., time, being, productive., work"
13b8b31e-63ec-4b00-9bfe-df718a5f8297,Sue just bought a brand new computer.,She wanted to play games on it.,She only wanted to use it for business purposes.,She downloaded her favorite game. She was so glad that it ran smoothly. She had a great time.,She downloaded her work documents. She was so glad that it ran smoothly. She was happy with her purchase.,"purchase., documents., happy, with, work"
2e9d8d5b-40ed-4052-bf72-d07cd3d31b3e,Lizzie was in her 90's and the mother of eight adult children.,One night Lizzie fell and broke many bones including her neck.,"One night, Lizzie died in her sleep.",She never recovered and passed away a week later in the hospital. Lizzie left no will as she had expected to live much longer. Lizzie's children had to negotiate their mother's belongings.,She had a cardiac arrest while sleeping. Her children was so devastated about what happened. Lizzie's children made her funeral as beautiful as it can be.,"sleeping., devastated, so, her, beautiful, it, Her, funeral, about, was, can, be., while, made, happened., what, arrest, cardiac"
e0106925-116e-45e0-b937-a83bdbbcc752,I once had to write an essay about war.,I wrote it over the course of 5 days.,I wrote it over the course of 5 minutes.,It was difficult and in detail. It was hard to write about. I was relieved when I finally turned the essay in.,It was simple and summarized. It was easy to write about. I was satisfied when I turned the essay in early.,"satisfied, early., simple, summarized., easy"
e0106925-116e-45e0-b937-a83bdbbcc752,I once had to write an essay about war.,I wrote it over the course of 5 days.,I wrote it over the course of 5 minutes.,It was difficult and in detail. It was hard to write about. I was relieved when I finally turned the essay in.,It was easy and not detailed. I knew exactly what I wanted to talk about. I was glad and relieved it was so easy.,"not, so, knew, wanted, it, exactly, easy., detailed., talk, what, easy, glad"
e0106925-116e-45e0-b937-a83bdbbcc752,I once had to write an essay about war.,I wrote it over the course of 5 days.,I wrote it over the course of 5 minutes.,It was difficult and in detail. It was hard to write about. I was relieved when I finally turned the essay in.,"It was easy, but lacked detail. It was simple to write about. I was relieved when I finally turned the essay in to have it done.","lacked, easy,, it, simple, have, but, done."
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,There was a basketball game on Friday.,My friends and I wanted to go see it.,Tickets were sold out so I couldn't go.,We got together and got some money for snacks. We went to the court and sat down. We had court side seats.,We got together to watch it at a bar. We got some money and ordered snacks to eat together. We had great seats at the bar.,"bar., eat, ordered, watch, it, great, together., at, a, seats, snacks"
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,There was a basketball game on Friday.,My friends and I wanted to go see it.,Tickets were sold out so I couldn't go.,We got together and got some money for snacks. We went to the court and sat down. We had court side seats.,We got together and got some money for snacks though. We went to the bar and sat down. We had to watch it at the bar.,"bar, bar., watch, it, though., at, snacks"
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,There was a basketball game on Friday.,My friends and I wanted to go see it.,Tickets were sold out so I couldn't go.,We got together and got some money for snacks. We went to the court and sat down. We had court side seats.,We got together and went to watch at the bar instead. We went to the front and sat down. We had great seats.,"bar, watch, great, at, instead., front"
8f6015dc-268e-414e-8e42-9167cbadf27d,The dog sat in the cage at the shelter waiting for a family.,"One by one, families walked past, picking other dogs.","One by one, families walked past, fighting over the dog.",He wagged his tail but still nobody wanted him. Finally he took a nap. The dog longed for companionship.,He wagged his tail waiting for the families to choose who he was going home with. He napped in their car on the way home. He was extremely happy to finally have companionship.,"napped, home, extremely, waiting, with., was, home., the, happy, have, their, to, car, on, finally, way, who, going, in, families, choose"
8f6015dc-268e-414e-8e42-9167cbadf27d,The dog sat in the cage at the shelter waiting for a family.,"One by one, families walked past, picking other dogs.","One by one, families walked past, fighting over the dog.",He wagged his tail but still nobody wanted him. Finally he took a nap. The dog longed for companionship.,He wagged his tail because everybody wanted him. Finally he got adopted The dog never had to long for companionship.,"never, to, got, had, adopted, everybody, because, long"
8f6015dc-268e-414e-8e42-9167cbadf27d,The dog sat in the cage at the shelter waiting for a family.,"One by one, families walked past, picking other dogs.","One by one, families walked past, fighting over the dog.",He wagged his tail but still nobody wanted him. Finally he took a nap. The dog longed for companionship.,"He wagged his tail, happy that everyone wanted him. Finally a family took him home. The dog now had lifelong companionship.","now, lifelong, had, home., happy, tail,, that, him, family, everyone"
b1eeab32-a0f3-4295-89ff-41c6cb162cea,Mary was near the end of a 2 hour dental procedure.,The Novocaine was starting to wear off.,He was passed out for the whole procedure.,She could feel her flesh being cut. But the dentist kept going insisting it was only pressure she felt. By the end of it she was in tears and being held down.,She could not feel her flesh being cut. The dentist kept going because she felt nothing. By the end of it she was just waking up.,"not, up., felt, The, just, waking, because, nothing."
b1eeab32-a0f3-4295-89ff-41c6cb162cea,Mary was near the end of a 2 hour dental procedure.,The Novocaine was starting to wear off.,He was passed out for the whole procedure.,She could feel her flesh being cut. But the dentist kept going insisting it was only pressure she felt. By the end of it she was in tears and being held down.,She could never feel her flesh being cut. But the dentist kept going knowing it was only pressure she felt. By the end of it she was just waking up.,"knowing, never, just, waking, up."
b1eeab32-a0f3-4295-89ff-41c6cb162cea,Mary was near the end of a 2 hour dental procedure.,The Novocaine was starting to wear off.,He was passed out for the whole procedure.,She could feel her flesh being cut. But the dentist kept going insisting it was only pressure she felt. By the end of it she was in tears and being held down.,She couldn't feel a thing. The dentist finally was able to wake her up after they had finished. She was happy she had been passed out for the procedure.,"out, able, had, wake, they, finished., passed, happy, thing., after, The, to, finally, procedure., up, for, been, couldn't, a"
cfd2a1d8-6988-4c1a-89fc-fc140d388b95,Amy saw shoes online she wanted.,She went to the local mall but they didn't have them in her size.,She went to the local mall and bought them.,She went to another mall to find them. They also didn't have them. She then found them online and ordered them.,She was glad she didn't have to go to another mall to find them. She was happy they had them in her size. She didn't have to go online and order them.,"order, her, had, was, she, happy, they, in, size., go, glad"
cfd2a1d8-6988-4c1a-89fc-fc140d388b95,Amy saw shoes online she wanted.,She went to the local mall but they didn't have them in her size.,She went to the local mall and bought them.,She went to another mall to find them. They also didn't have them. She then found them online and ordered them.,Amy was really happy. She went home immediately to show her mom her new shoes. Her mom got really happy for Amy too.,"home, for, her, Amy, got, Her, happy., immediately, was, happy, new, too., shoes., mom, show, really"
01de6bc3-2192-4a63-abb9-ddd17f66abbd,Nita had a perfect Halloween witch costume.,But it was chilly out and she needed a jacket.,It was warm enough that she wouldn't need a jacket.,"She did not want to ruin her great costume with a plain jacket! She asked her mom for help, and her mom made her a blanket 'cloak'. Nita was pleased she could show off her costume and keep warm.",She was glad as she did not want to ruin her great costume with a plain jacket! She went outside to start trick-or-treating. Nita was pleased she could show off her costume and keep warm.,"trick-or-treating., went, outside, start, as, glad"
01de6bc3-2192-4a63-abb9-ddd17f66abbd,Nita had a perfect Halloween witch costume.,But it was chilly out and she needed a jacket.,It was warm enough that she wouldn't need a jacket.,"She did not want to ruin her great costume with a plain jacket! She asked her mom for help, and her mom made her a blanket 'cloak'. Nita was pleased she could show off her costume and keep warm.","She did not need a jacket that would ruin her great costume! She asked her mom for help, and her mom made her a silk 'cloak'. Nita was pleased she could show off her costume and be cool.","costume!, silk, jacket, would, be, that, cool., need"
01de6bc3-2192-4a63-abb9-ddd17f66abbd,Nita had a perfect Halloween witch costume.,But it was chilly out and she needed a jacket.,It was warm enough that she wouldn't need a jacket.,"She did not want to ruin her great costume with a plain jacket! She asked her mom for help, and her mom made her a blanket 'cloak'. Nita was pleased she could show off her costume and keep warm.","She did not want to ruin her great costume with candy. She asked her mom for help, and her mom made her a trash bag to protect the outfit. Nita was pleased she could show off her costume and keep clean.","protect, the, trash, outfit., clean., candy., bag"
e45c9369-8ee6-439e-aa95-b6deff0af2b9,Martin had a cabin in the woods.,He would go to his cabin whenever he wanted to relax.,He rarely went because he was afraid of the woods.,Martin decided one weekend to take his friends to the cabin. He and his friends got in a car and took a trip to the cabin. They all enjoyed the cabin.,Martin decided one weekend to overcome his fears and take his friends to the cabin. He and his friends got in a car and took a trip to the cabin. They all enjoyed the cabin.,"overcome, fears"
e45c9369-8ee6-439e-aa95-b6deff0af2b9,Martin had a cabin in the woods.,He would go to his cabin whenever he wanted to relax.,He rarely went because he was afraid of the woods.,Martin decided one weekend to take his friends to the cabin. He and his friends got in a car and took a trip to the cabin. They all enjoyed the cabin.,"Martin decided one weekend to take his friends to the cabin. He and his friends got in a car and took a trip to the cabin. They all enjoyed the cabin, and Martin got over his fear.","fear., over, cabin,"
2ecf1040-6d4a-4807-ae3e-1cd1b259a937,My roommate made fish for dinner last night.,"Unfortunately, the fish was very bad.","Fortunately, the fish was delicious.","Even still, I ate it because he had worked so hard. When I was done, he told me he hated how the meal turned out. I told him I felt the same way.",I ate the entire meal that he worked so hard to prepare. He told me he loved how the meal turned out. I told him I felt the same way.,"prepare., loved, to, He, hard, entire, that"
2ecf1040-6d4a-4807-ae3e-1cd1b259a937,My roommate made fish for dinner last night.,"Unfortunately, the fish was very bad.","Fortunately, the fish was delicious.","Even still, I ate it because he had worked so hard. When I was done, he told me he hated how the meal turned out. I told him I felt the same way.","I ate so much of it. When I was done, he told me he loved how the meal turned out. I told him I felt the same way.","it., loved, of, much"
2ecf1040-6d4a-4807-ae3e-1cd1b259a937,My roommate made fish for dinner last night.,"Unfortunately, the fish was very bad.","Fortunately, the fish was delicious.","Even still, I ate it because he had worked so hard. When I was done, he told me he hated how the meal turned out. I told him I felt the same way.","I ate it because he had baked it so good.. When I was done, he told me he loved how the meal turned out. I told him I felt the same way.","loved, baked, good.."
41b9ac7b-cf47-4d5d-8246-f57fdda081ee,Joe was working at a marina.,The winds started to pick up and he could tell a storm was coming.,The weather was sunny and warm all day.,He had to take his small boat to pick up some customers at sea. The storm started rocking his small boat violently. Joe fell over the edge.,He had to take his small boat to pick up some customers at sea. The manatee started rocking his small boat violently. Joe fell over the edge.,manatee
41b9ac7b-cf47-4d5d-8246-f57fdda081ee,Joe was working at a marina.,The winds started to pick up and he could tell a storm was coming.,The weather was sunny and warm all day.,He had to take his small boat to pick up some customers at sea. The storm started rocking his small boat violently. Joe fell over the edge.,He had to take his small boat to pick up some customers at sea. A nearby whale started rocking his small boat violently. Joe fell over the edge.,"whale, nearby, A"
250f7e7a-266a-4ac9-93b0-b40be5bb914b,"Today, Jane made a salad.","The salad had spinach, goat cheese and cranberries.","The salad had dirt, dead leaves, and shredded paper.",Jane drizzled balsamic over the top. She shared her salad with her sister. Her sister loved the salad.,Jane drizzled balsamic over the top. She shared her salad with her sister. Her sister hated the salad.,hated
250f7e7a-266a-4ac9-93b0-b40be5bb914b,"Today, Jane made a salad.","The salad had spinach, goat cheese and cranberries.","The salad had dirt, dead leaves, and shredded paper.",Jane drizzled balsamic over the top. She shared her salad with her sister. Her sister loved the salad.,Jane pretended to drizzle balsamic over the top. She shared her salad with her sister. Her sister hated the salad.,"drizzle, pretended, to, hated"
250f7e7a-266a-4ac9-93b0-b40be5bb914b,"Today, Jane made a salad.","The salad had spinach, goat cheese and cranberries.","The salad had dirt, dead leaves, and shredded paper.",Jane drizzled balsamic over the top. She shared her salad with her sister. Her sister loved the salad.,Jane drizzled balsamic over the top. She shared her salad with her sister. Her sister was confused by the strange salad.,"confused, by, strange, was"
dde98c28-b82a-4b83-a88b-b57e6ff4e351,My parents split up.,My dad went out of state to work.,I lived with my dad from then on.,He met a new girl. they fell in love. They got married and had nothing further to do with me.,He met a new girl. They fell in love. They got married so I decided to go back to my mom.,"decided, my, so, back, I, mom., go"
dde98c28-b82a-4b83-a88b-b57e6ff4e351,My parents split up.,My dad went out of state to work.,I lived with my dad from then on.,He met a new girl. they fell in love. They got married and had nothing further to do with me.,He met a new girl. They fell in love. They got married and my dad told me I had to move out.,"my, told, dad, me, I, out., move"
dde98c28-b82a-4b83-a88b-b57e6ff4e351,My parents split up.,My dad went out of state to work.,I lived with my dad from then on.,He met a new girl. they fell in love. They got married and had nothing further to do with me.,He met a new girl. They fell in love. They got married and I still stayed with them.,"I, stayed, them., still"
d53805a6-a0b9-4bc6-ae71-ce29bc9edad3,The man was walking his puppy without a leash.,The puppy usually followed him.,He came to an intersection and put the puppy on a leash.,One day the man was crossing an intersection with a lot of cars. The puppy ran ahead. The poor puppy was hit by a car.,But the puppy yanked the leash out of his hand. The puppy ran ahead. The poor puppy was hit by a car.,"out, hand., yanked, his, But, leash"
d53805a6-a0b9-4bc6-ae71-ce29bc9edad3,The man was walking his puppy without a leash.,The puppy usually followed him.,He came to an intersection and put the puppy on a leash.,One day the man was crossing an intersection with a lot of cars. The puppy ran ahead. The poor puppy was hit by a car.,They were crossing an intersection with a lot of cars. The puppy tried to run ahead but the man grabbed it. He picked up the puppy and crossed the street.,"tried, street., picked, and, to, grabbed, He, run, ahead, They, but, were, crossed, it., up"
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella's dad had to go on a business trip to Munich.,Ella begged her dad to bring her with him.,Ella asked her dad to stay home.,She had never been to Germany and she wanted to see it! Her dad agreed and brought Ella with him on the trip. She had a wonderful time.,She had missed her dad lately and she wanted to see more of him. Her dad agreed and stayed home with Ella. She had a wonderful time.,"home, stayed, her, more, of, him., missed, lately, Ella."
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella's dad had to go on a business trip to Munich.,Ella begged her dad to bring her with him.,Ella asked her dad to stay home.,She had never been to Germany and she wanted to see it! Her dad agreed and brought Ella with him on the trip. She had a wonderful time.,He couldn't but he decided to bring her with him. She was excited to see a new country. She had a wonderful time,"decided, her, country., excited, He, was, couldn't, him., new, but, time, he, bring"
29053d48-56d5-4c88-b6e8-baed039d7ab8,Tay ordered a pizza delivered to her house.,"When it arrived, she reached for her wallet.","When it arrived, she realized she lost her wallet.",She saw that she had just enough to pay for it. That left no money to tip the delivery boy! She apologized to him.,She saw that she had no way to pay for it. She explained her situation to the delivery boy! She apologized to him.,"situation, explained, her, way"
29053d48-56d5-4c88-b6e8-baed039d7ab8,Tay ordered a pizza delivered to her house.,"When it arrived, she reached for her wallet.","When it arrived, she realized she lost her wallet.",She saw that she had just enough to pay for it. That left no money to tip the delivery boy! She apologized to him.,She saw that she had just enough on hand to pay for it. That left no money to tip the delivery boy! She apologized to him.,"on, hand"
29053d48-56d5-4c88-b6e8-baed039d7ab8,Tay ordered a pizza delivered to her house.,"When it arrived, she reached for her wallet.","When it arrived, she realized she lost her wallet.",She saw that she had just enough to pay for it. That left no money to tip the delivery boy! She apologized to him.,She was embarrassed that she couldn't pay for it. Tay's brother lent her the money but not enough for a tip. Tay apologized to the delivery man.,"not, her, a, Tay's, brother, was, couldn't, tip., Tay, man., but, embarrassed, lent"
7cbbc0af-bcce-4f56-871d-963f9bb6a99d,I tried going to the park the other day.,The weather seemed nice enough for a walk.,But the weather was too rainy for a walk.,Within minutes of getting there I started sneezing. My eyes were watery and it was hard to breathe. My allergies were too bad and I had to go back home.,Within minutes of getting there I was soaked through. My clothes were wet and it was cold. My clothes were too wet and I had to go back home.,"clothes, cold., wet, through., soaked"
